run,method,brier_before,brier_after,brier_improvement,mean_variance_before,mean_variance_after,delta_mean_variance,mean_conflict_before,mean_conflict_after,delta_mean_conflict,moran_i_before,moran_i_after,delta_moran_i,n_HH_before,n_HH_after,delta_n_HH,ambiguity_before,ambiguity_after,disagreement_rate_before,disagreement_rate_after,discrepancy_before,discrepancy_after,jaccard_HH_before_after,n_components_before,n_components_after,max_component_size_before,max_component_size_after,dataset
seed=0,platt,0.08887872696937048,0.09118987499119015,-0.00231114802181967,0.0014609066872039932,0.0017543043739239102,0.00029339768671991697,0.01650117719316204,0.016099907871839493,-0.00040126932132254767,0.05635346254773005,0.06388597380277819,0.007532511255048141,68,94,26,0.09536003314435475,0.08729330347493644,0.1387456921554577,0.12099191319479988,0.04569209428382472,0.0386080206367291,0.4594594594594595,4,3,18,49,adult
seed=1,platt,0.08740838339931373,0.08935670160500506,-0.0019483182056913295,0.0013062345471514846,0.0015595514561159535,0.00025331690896446897,0.01674685228784932,0.01579690858839185,-0.0009499436994574693,0.10398422357095437,0.10558949129525269,0.0016052677242983232,281,324,43,0.09791382617661634,0.08639749630749645,0.14232708909134337,0.12254068993755758,0.05461649923745174,0.043682568274383556,0.5552699228791774,4,2,154,259,adult
seed=2,platt,0.08791947314989682,0.0908667887255176,-0.002947315575620779,0.0014744379020901403,0.0017644104245600973,0.00028997252246995694,0.01800798444057734,0.017172689118640595,-0.0008352953219367444,0.08996749465639362,0.08947670390351987,-0.0004907907528737404,220,231,11,0.10148248544651951,0.08862036991132584,0.15116252089944382,0.12422015218207254,0.06162973730335732,0.04898781337141737,0.39628482972136225,5,5,90,147,adult
seed=3,platt,0.08996289625388527,0.09253944025723287,-0.0025765440033476,0.0015871351217670961,0.001890351359123323,0.00030321623735622694,0.019060292762821167,0.018044835704780427,-0.0010154570580407397,0.11810092459878799,0.10784070804871353,-0.01026021655007446,228,193,-35,0.10093221440509077,0.08891574949521602,0.15934281912171153,0.13163851639540042,0.05675004211638693,0.047306850453974154,0.39867109634551495,4,5,92,129,adult
seed=4,platt,0.08886449151827921,0.09148026334850445,-0.0026157718302252386,0.0014332442868130342,0.0016892967985224169,0.00025605251170938265,0.018134916572832428,0.01733647251509878,-0.0007984440577336466,0.07631030073995639,0.07852133916870895,0.0022110384287525597,217,225,8,0.09902719966463741,0.0862944810800979,0.1504425563858464,0.12607431671614291,0.053568434822244895,0.04401280515595068,0.3516819571865443,5,4,97,144,adult
seed=5,platt,0.08890474385379449,0.0919117076116217,-0.003006963757827219,0.001453907975979589,0.00177863737430946,0.000324729398329871,0.017500255911556968,0.01713993243934896,-0.000360323472208008,0.07831411981281179,0.07733288104620842,-0.0009812387666033734,184,197,13,0.09529980150643008,0.08748695391916941,0.1449452349268093,0.12564131436175657,0.04569443866020833,0.04023073773120039,0.44866920152091255,6,3,81,157,adult
seed=6,platt,0.08816614592333236,0.09083256112323465,-0.0026664151999022945,0.0011499394786707163,0.0015163366977024913,0.000366397219031775,0.01635786672126113,0.015366977172689119,-0.0009908895485720107,0.06162025157817345,0.05973221588254276,-0.0018880356956306882,147,138,-9,0.08483971804952219,0.07710908207903007,0.12750912751219845,0.11472446855700001,0.04811451353753768,0.039383965146799954,0.35071090047393366,4,6,60,73,adult
seed=7,platt,0.08793897769359885,0.09035251434043458,-0.0024135366468357317,0.001443741884722558,0.0018551501741052327,0.00041140828938267477,0.01798341693110861,0.017578053024874606,-0.00040536390623400337,0.10824070171268657,0.11395971267327028,0.005719010960583706,269,336,67,0.10422118972027491,0.09518143743703966,0.1507629576551677,0.13105981506124814,0.06254363483170225,0.05215577892111516,0.4792176039119804,4,4,190,289,adult
seed=8,platt,0.08825210927315767,0.09109763206374269,-0.0028455227905850172,0.0012777114929427122,0.0016127023457150108,0.0003349908527722986,0.016038489098167675,0.01574367898454294,-0.00029481011362473414,0.04522847021376069,0.06067938521698489,0.015450915003224201,69,94,25,0.08588559504836721,0.07945931338914118,0.12242877128331116,0.11223564336165419,0.04392637660194252,0.037485913244678364,0.45535714285714285,2,3,32,45,adult
seed=9,platt,0.08945314289272083,0.09205920857093565,-0.0026060656782148223,0.0012437372844397519,0.0015418575337376307,0.0002981202492978788,0.01577643566383458,0.015567611833350396,-0.0002088238304841835,0.07533058567356264,0.0754948491560328,0.00016426348247015887,158,159,1,0.09646143768735908,0.08589975249822673,0.13572764186030642,0.11833077421776367,0.053630191661184025,0.04449287249816165,0.3722943722943723,3,6,59,85,adult
